annual_review_year	match_text
2009	the two countries. A new Indian Cultural Centre started functioning in Bangkok from September 2009 to better promote bilateral cultural ties. India-Thailand bilateral trade crossed US$ 6 billion mark. 25 Annual Report 2009 - 2010 Timor Leste (CAPEXIL) visited Hanoi and Ho Chi Minh City in October. As a contribution towards the Timor
2009	Scholarships were provided, though utilization has been low due to the inability of TL Government to spare their personnel for training). India has extended a US$ 100,000 grant to Timor Leste in 2009 for purchase of equipment and materials for sustainable development. One IT Capacity Building Project for Timor Leste under
2009	McLeod Russel, a leading producer of tea in India acquired Vietnam-based Phu Ben Tea Company. It plans to double the tea production capacity from 5 million kgs to 10 million kgs and acquire new tea gardens in Vietnam. A US$ 19.5 million Line of Credit was extended by India to Vietnam for setting up three hydropower projects, General Phung Quang Thanh, Minister for Defence paid an official
2009	Forum Countries in capacity-building and project assistance according to their specific requirements for economic & social development. Despite global recession, bilateral trade in 2008 was US$ 2.5 billion. India has emerged as the tenth largest exporter of items to Vietnam. India granted Market Economy Status to Vietnam which will provide a fillip to
2009	Affairs Minister announced an increase in our annual Grant-in-aid for each of the 14 PIF Countries from 26 South East Asia and the Pacific Niue US$ 100,000 to US$ 125,000. In addition, offers of courses for diplomats in FSI and ITEC training programmes and one scholarship each for undergraduate or post graduate studies were
2009	Stations (Hole-in-the-Wall Education Ltd.) and IT Centres of Excellence for helping in the education needs of the underprivileged in each PIF country. An amount of US$ 100,000 representing grant-in-aid for 2008, was disbursed in May 2009 for three projects: (i) Lialagi Restoration Project (phase two), (ii) Tamakautoga New Pastor’s Residence Project,
2009	September 2009. This course was attended by government servants from all Pacific Island countries. Ministry of External Affairs in May 2009 sanctioned an amount of US$ 1,86,000 to the Government of Nauru for funding construction of Nauru Government Expatriate Employees Apartment Project of the Government of Nauru, out of the grants-in-aid for 2007 and 2008. An amount of US$ 93,000 representing 50% of the amount was disbursed by India in July 2009 with the remaining amount to be released in phases. Under ITEC, two
2009	allocated for 2009-10. Federated States of Micronesia Republic of Palau India-Federated States of Micronesia bilateral relations continued to be warm. A development grant assistance of US$ 73,145 was given by India for purchase of machinery for their coconut industry. India-Republic of Palau bilateral relations continued to be cordial during the year
2009	Mr. Anote Tong, President of the Republic of Kiribati visited India for the Delhi Sustainable Development Summit (DSDS) in Delhi, from 5-7 February, 2010. Samoa US$ 253793.65 was released in June 2009 as Grant-in-Aid to the Government of Kiribati to fund the purchase of a 500 KW generator and overhead cables out of grants in aid of years 2007, 2008 and 2009. Under ITEC four slots were allotted for 2009-10. Grant in aid amounting to NZ$ 65,030 (US$ 33,877.55) was released in April 2009 for purchase of six units of portable Reverse Osmosis systems for the Government of Samoa. Under ITEC ten slots
2009	Bilateral economic relations have vast potential for growth. During Prime Minister Abe’s visit in 2009, it was agreed to work towards a trade target of US$ 20 billion by the year 2010. However with the onset of the global economic crisis, the recovery in bilateral trade suffered a setback as the growth momentum slowed down. As per official Japanese statistics, bilateral trade during fiscal 2008-09 reached US$ 12.18 billion marginally above US$ 11.23 billion recorded in the previous year. Japan ranks sixth largest in cumulative Foreign Direct Investment (FDI) flows into India. Japanese companies have made actual investments of US$ 2.530 billion between April 2000 and March 2009. Japanese investments in the infrastructure and industry sectors will secure a boost from DFC and DMIC projects under finalization.
2009	the largest recipient of Japanese ODA loan assistance. Cumulative commitment of Japanese ODA to India up to October 2009 is about Yen 2.9 trillion (approx. Rs. 113209.77 crores). For FY 2008-09, total ODA was Yen 236 billion (approx. US$ 2.5 billion or Rs. 11713 crores) which is an increase of 4.8% over the previous year and is 30% of Japan’s global ODA. For the current financial year (2009-10), the Japanese
2009	on Cooperation in Health and Medicine and the Cultural Exchange Programme for 2009-2012. At the request of the Mongolian side, the Government of India extended US$ 25 million loan assistance to Mongolia to stabilize its economy in the wake of the global financial crisis. India also agreed to offer a project-specific Line of Credit of US$ 20 million to Mongolia on special soft terms. In pursuance of an MoU signed in October 2003, the third meeting of the India-ROK Joint Investment Promotion Committee
2009	Indian delegation was led by Secretary, Department of Industrial Policy & Promotion. Bilateral trade between India and ROK showed a 39% growth in 2008, touching US$ 15.56 billion, thus surpassing the target of US$ 10 billion set by the two countries to be achieved by the year 2010. Despite some setback due to the global financial crisis, it is expected that
2009	Mongolian teachers, etc. The Mongolian side presented broad outline of a proposal to establish an India-Mongolia Joint Information Technology Education and Outsourcing Centre utilizing the US$ 20 million Line of Credit offered by India to Mongolia. The seventh meeting of the Joint Committee on Culture was held in Seoul from 1-3 September, 2009.
2009	4 Cultural Exchanges between the Government of the Republic of India and the Government of the Russian Federation for the Years 2010-12, and (vi) A Dollar Agreement for extension of a Line of Credit of US$ 100 million by Exim Bank to Vnesheconombank for boosting export of Indian goods and technology products to Russia. A Joint Declaration on “Deepening the Strategic Partnership to
2009	India-Russia-China Trilateral Foreign Ministers’ Meeting. There were no bilateral discussions between India and Russia. Bilateral trade, which, according to Russian figures, stood at close to US$ 7 billion in 2008, has been growing steadily. 36 Prime Minister, Dr. Manmohan Singh meeting the Russian President, Mr. Dmitry Anatolyevich Medvedev on the sidelines of the
2009	the 15th session of the IRIGC-TEC meeting held in Moscow in October 2009, it was decided to revise the bilateral trade turnover target upwards from US$ 10 billion by 2010 to US$ 20 billion by 2015. This is intended to be achieved through a series of sustained measures such as diversification of the trade basket and increased focus on
2009	India continued its commitment to contribute towards Armenia’s developmental efforts. In this context, an MoU was signed on 19 May, 2009 for India’s assistance of US$ 2,15,000 for a rural development project in Armenia; another MoU was signed on 26 June, 2009 for the establishment of India-Armenia Centre for Excellence in Information and Communication Technology at a cost of Rs. 7.6 crores with the objective of supporting development of information and communication technology in Armenia. Thereafter, a four member team of experts from the Centre for Development
2009	organized a focused trade exhibition in Mumbai in May 2009. Indian company, Bharat Heavy Electricals Limited (BHEL) bagged a contract for Grodno-II Power Project worth US$ 55 million. It was the first ever contract in Belarus awarded to an Indian company. The contract for the project was signed during the visit of External Affairs Minister to Minsk in September 2009. Government of India offered a credit line of US$ 60 million for the project. Government of India is setting up a Digital Learning Centre at the High Technology Park in Minsk for which the MoU was
2009	Eurasia The Government of India extended a helping hand to Ukraine by announcing humanitarian assistance in the form of a donation of medicines worth one million US$ in response to an appeal by the Ukrainian government, following a break out of influenza epidemic in certain parts of the country. The Indian pharmaceutical companies, which have their operations in Ukraine, separately donated medicines worth about US$ 600,000 to Ukraine to help combat the epidemic. The humanitarian assistance was a manifestation of the Government of India’s commitment to strengthen the close and
2009	a mandate to discuss new ideas to enhance bilateral relations. The Uzbek side welcomed the Indian proposal for gifting of medical equipments and supplies worth US$ 1 million for hospitals in Uzbekistan. EAM offered additional developmental assistance to upgrade the Jawaharlal Nehru Centre for Information Technology established in Tashkent in 2006. EAM reiterated
2009	such as the situation in Pakistan and Afghanistan. The Gulf region is a major trading partner of India. During 2006-2007 the total two-way trade was US$ 47 billion and in the year 2007-08 it reached more than US$ 76 billion. Gulf countries together provide 70% of our total crude requirement and play a key role in our energy security. About 4.5 million Indians live and work in the Gulf region. They are a vital support to our economy and remit more than US$ 30 billion annually. Mr. Seifolloah Jashnsaz, Deputy Minister of Oil of Iran and President of National Iranian Oil Company (NIOC) led a delegation to India from 30
2009	and Bahrain continued with historical and friendly bilateral relations. Indian nationals numbering around 3,13,000 constitute the largest expatriate community out of a total of 1.04 million residents of Bahrain. Bahraini leadership understands India’s growing strength in several areas and endeavours for closer strategic ties with India. Bahrain is a member of
2009	high strategic value. Bilateral Trade and Commerce Bilateral trade between India and Iran: Trade between India and Iran continued its growth. Bilateral trade grew from US$ 12833.48 (exports from India US$ 1943.91 million and imports by India US$ 10889.57 million) in 2007-2008 to US$ 13146.9 million (exports from India US$ 2253.06 million and imports by India US$ 10893.84 million) in 2008-2009, registering an increase of 30.04%. (Source: DGCIS, Kolkata). The stream of bilateral visits continued in 2009 and includes Minister of Overseas Indian Affairs
2009	During the meeting held in November 2009 at Doha, an MoU between India and Qatar to attract Qatari investment into India to the tune of US$ 5 billion was signed. This division has attended to 11 RTI cases from 1 April 2009-December 2009 regarding queries from the claimants of United Nations Compensation. In
2009	identified areas where the two countries could make quick progress. Further progress was made in the India-Oman Fund which will have a seed capital of US$ 100 million, to be raised up to US$ 1.5 billion to be utilized for joint investments in infrastructure. In the year 2008 bilateral trade (both oil and non-oil) reached nearly US$ 2.0 billion. Saudi Arabia Indo-Saudi relations are historic and have been further strengthened since the visit by King Abdullah bin Abdul Aziz to India in January 2006.
2009	information technology constituting the most robust elements in this regard. These relations are enhanced by the presence of the resident Indian community of about 1.78 million. The strong bilateral economic relations were 44 The Gulf, West Asia and North Africa visiting the UAE in October. He met Crown Prince of Dubai,
2009	India in June and met Vice-President, External Affairs Minister and Minister of New and Renewable Energy. reflected in the steady growth of bilateral trade, reaching US$ 23 billion, and the visit of several business delegations during the year. Indian investment in the Kingdom crossed US$ 2 billion in 560 projects The Eighth meeting of the Indo-Saudi Joint Commission was held in Riyadh from 27-30 October, 2009 and discussed whole gamut of bilateral
2009	Council GCC) region. India is also the largest export destination of UAE exports. UAE emerged as largest trading partner of India with bilateral trade exceeding US$ 44 billion. During the period India and UAE discussed, finalized and initialed the ‘Agreement on Security Cooperation’. Iraq India and Iraq have enduring political, economic and cultural
2009	offered its support towards Iraq’s political process, development of constitution, electoral process, census and voter registration. In response to UN Secretary-General’s cash appeal, India committed US$ 20 million for assistance to the Iraqi During the period several visits took place which includes that of MoS for External Affairs Dr. Shashi Tharoor 45 Annual Report 2009 - 2010 people. India has contributed a total of US$ 10 million towards the International Reconstruction Fund Facility for Iraq (IRFFI) for investments, reconstruction and development in Iraq. India currently provides 100 slots to Iraq under Indian
2009	of India, is nearing completion. India’s annual contribution to the United Nations Relief Agency for Palestine Refugees in the Near East (UNRWA) was enhanced from US$ 20,000 to US$ 1 million. Lebanon India welcomed the formation of a new government in Lebanon on 10 November, 2009. Congratulatory messages from Prime Minister Dr. Manmohan Singh and External
2009	(TCIL). In October 2009, a leather sourcing delegation from the Council for Leather Export of India visited Sudan. an Agreement for a credit line of US$ 100 million with Syria, as the first tranche of a US$ 240 million line of credit that the Government of India is offering to part finance the 2,200 MW Tishreen power plant expansion project. A Bharat Heavy Electricals Limited (BHEL) delegation visited Syria from 28-30 October, 2009 for signing the contract worth Euros 300 million with Syria for the 2,200 MW Tishreen power plant expansion project. In November 2009, a 17-member Confederation of Indian Industries delegation led by Shri Sanjay
2009	this period, including a six member fertilizer delegation from a consortia headed by the Rashtriya Chemicals and Fertilizers (RCF), to study the feasibility of the US$ 2.5 billion Sra Ourtane Fertilizer Complex Project. The League of Arab States External Affairs Minister Shri S. M. Krishna met the Secretary General of the League of
2009	of India have already located a site for the VTC and the construction is going to commence shortly. The project would cost an amount of US$ 1 million which would be met out of Aid-to-Africa budget. The Vice President Shri M. Hamid Ansari, accompanied by Smt. Salma Ansari visited Botswana from 9-11 January,
2009	paid a goodwill visit to the Eritrean port of Massawa from 21-24 May, 2009. Government of India’s decision to provide a Line of Credit of US$ 20 million for financing purchase of agricultural and educational equipment was conveyed by Minister for External Affairs Shri S. M. Krishna to his Eritrean counterpart in vide
2009	countries has steadily been increasing and is heavily in India’s favour. According to the Ethiopian Customs Authority, India’s exports to Ethiopia in 2008-09 are worth US$ 450 million while imports are to the tune of US$ 12 million. Indian investments in Ethiopia have crossed US$ 4.15 billion in 2009 and India is now the single largest investor in Ethiopia. An Agreement of Mutual Cooperation between National Small Industries Corporation (NSIC) and Kenya
2009	2009. The group gave performances in Addis Ababa and Dire Dawa. There has been a steady increase in the bilateral trade with the volume exceeding US$ 1200 million in the year 2008 with India’s exports amounting to US$ 1094 million. Major items of exports from India to Kenya include drugs and pharmaceuticals, chemicals, machinery etc. Major Dr. Shashi Tharoor, Minister of State for External Affairs,
2009	of industrialists/businessmen. The Electronics and Computer Software Export Promotion Council organized a BSM on November 30,2009. In 2009, India approved a Line of Credit of US$ 25 million for agricultural projects to Madagascar to enhance productivity of rice with a view to ensure its food security. Delegation level visits included visit of an
2009	Commission at the Secretary level held in New Delhi in March 2009. India’s development cooperation continued with the announcement of a Line of Credit of US$ 4.7 million for the establishment of a Vocational Centre in Maseru. A grant of US$ 1.79 million is also being provided for the setting up of a full-fledged India-Lesotho Centre for Advance Education & Information Technology in Maseru; an MoU in this
2009	grew by 29.08% in 2007-2008 compared to 2006-07 and India’s imports from Malawi showed an increase of 35.54% in comparison of the previous year. A US$ 30 million Government of India line of credit extended to Malawi in 2008 is being well utilized to finance the projects in areas of irrigation, tobacco threshing
2009	and Employment Shri Harish Rawat, three Members of Parliament, senior officers and media. A business delegation separately accompanied the Vice President’s delegation. Malawi has utilized US$ 30 million line of credit extended in 2008. The Vice President announced a new line of credit of US$ 50 million to Malawi for its developmental projects. He also announced a grant of US$ 1 million as relief for earthquake which recently hit some parts of Malawi. Shri Tulsi Ram, Speaker of the Himachal Pradesh Vidhan Sabha, accompanied by Shri Goverdhan
2009	the provisional figures of the Directorate General of Commercial Intelligence and Statistics for the financial year 2009-10, exports from India to Mauritius are projected at US$ 956. 25 million (Rs. 4,398.13 crores) and imports from Mauritius to India at US$ 13.93 million (Rs. 64.05 crores). According to the Department of Industrial Policy and Promotion Foreign Direct Investment (FDI) inflows from Mauritius to India during the period April 2000 to August 2009 amounted to US$ 43.14 billion, providing for 44% of the total FDI into India over this period. During financial year 2008-09, FDI inflows from Mauritius to India amounted to US$ 11.2 billion. Mauritius remained the single largest source of FDI into India. According to Reserve Bank of India, India’s outward FDI (cleared proposals) to Mauritius amounted to US$ 2049 million, approximately 10 % of the total outward FDI in financial year 2008-09. Mauritius ranked sixth among the list of destinations for India’s outward FDI. Sir
2009	onboard the ships. Dr. Arvin Boolell, Minister of Foreign Affairs, Regional Integration and International Trade handed over on 9 July, 2009 a demand draft for US$ 500,000 (US Dollars five hundred thousand only - equivalent to Indian Rupees two crore forty three lakh seventeen thousand nine hundred forty six only) as a further contribution of the Government and the people of the Republic of Mauritius to the Prime Minister’s National Relief Fund.
2009	and Human Resources of Mauritius, visited New Delhi to attend the Pravasi Bhartiya Divas from 6-8 January, 2010. India extended a Line of Credit for US$ 30 million for rural electrification in the Mozambican provinces of Nampula, Zambezia, Inhambane and Gaza and a Credit Agreement in this regard was signed in April 2009.
2009	fostering greater investment opportunities in both countries by encouraging and reciprocal protection of such investments. The bilateral trade between India and Mozambique in 2008 was US$ 172.775 million, which was approximately 14% higher than US$ 152.575 million in 2007. Mozambique’s import from India increased from US$ 135.858 million in 2007 to US$ 144.374 million and its export to India also increased from US$ 16.71 million in 2007 to US$ 28.40 million in 2008. Mozambique India’s relations with Mozambique continued to be warm, friendly and mutually beneficial. The second IndiaMozambique Joint Commission Meeting held on 19 February,
2009	commissioning the 33 KV Power station in Gaza province. The station was set up by the Overseas Infrastructure (India) Pvt. Ltd., as part of the US$ 20 million line of credit granted by India to Mozambique. 60 Africa (South of Sahara) Namibia Dr. Sam Nujoma and Minister of Mines and Energy Mr. Erkki
2009	Geology and Mineral Resources; (iv) MoU on Pan-African e-Network and (v) MoU on Waiver of Visas for Diplomatic and Official Passport holders. An amount of Rs. 1 crore was donated by India towards flood relief in Namibia in April 2009. India’s timely gesture and contribution made a positive impact and generated immense goodwill
2009	Minister of Trade and Industry Dr. Hage Geingob. During the visit, a number of announcement were made by India: (i) a Line of Credit of US$ 100 million over the next five years to be used in projects and supplies of products from India; (ii) grants-in-aid of US$ 10 million for the education and health sectors over the next five years; (iii) grant of over US$ 12 million for the establishment of the Faculties of Mining Engineering and IT at UNAM (northern campus); (iv) increase in the number of Indian Technical and Economic
2009	was signed on 1 April, 2009 in Windhoek by the Permanent Secretary of the Namibian Ministry of Defence. The total value of the contract is US$ 9.515 million. 61 Annual Report 2009 - 2010 Mr. John Rwangombwa, Minister of Finance and Economic Planning of Rwanda visited New Delhi from 14-16 January, 2010 for the purpose of signing the Line of Credit Agreement with EXIM Bank in respect of US$ 60 million LoC extended to Rwanda. As part of the decisions taken at the India-Africa Foreign Summit 2008, a two-week capacity building programme on International Business was
2009	UN system and the WTO Doha Round also remained close and effective. Rwanda India’s relations with Rwanda were further strengthened in 2009. Second tranche of US$ 60 million Line of Credit [out of a total of US$ 80 million] was approved for the construction of a 27.5 MW hydroelectric project on the Nyabarongo River being executed by BHEL. According to the provisional figures of the Directorate General of Commercial Intelligence and Statistics for the financial year 2009-10, exports from India to Rwanda are projected at US$ 29.31 million (growth of 126.83%) and imports from Rwanda to India at US$ 2.35 million (growth of 253.55%). Vice President Shri M. Hamid Ansari represented India at the inauguration ceremony of Dr. Jacob Zuma as the President of South Africa
2009	strong but the global financial crisis and the South African economy slipping into a recession in 2009 affected bilateral trade. Trade declined by 3% from US$ 6.27 billion in 2007-2008 to 6.10 billion in 2008-2009 with India’s imports accounting for US$ 4.55 billion and our exports to South Africa being valued at US$ 1.55 billion. Indian participation at South African business events continued. A CII led delegation attended the 11th Annual Power & Electricity Congress 2009 in Johannesburg in April
2009	manufacturers, led by Sports Goods Export Promotion Council, visited Johannesburg for SOCCEREX Exhibition in November- December 2009. previous year. The Indian exports were valued at US$ 10.35 million and Indian imports, US$ 37.17 million. Tanzania India’s bilateral relations with Tanzania, traditionally warm and friendly, continued to expand during the year under report. Academic cooperation, which received an impetus by
2009	the Dar-es-Salaam Institute of Technology. On the economic front bilateral trade and investment with Tanzania witnessed new heights as India’s trade with Tanzania stood at US$ 1.03 billion in 2008 ranking as the second largest trading partner of Tanzania and in terms of investment India ranks as the biggest investor in Tanzania crossing over US dollar one billion. Prime Minister of Tanzania, Mr. Mizingo Kayanza Peter Pinda, visited India in September 2009, following the announcement of “Kilimo Kwanza – Agriculture first” Policy by
2009	diplomatic ties with Swaziland in 1971. India’s relations with Swaziland continued to be warm and friendly. Government of India sanctioned a Line of Credit for US$ 10 million to Swaziland in September 2009 for setting up of a Science and Technology Park. Seventeen training slots for Swaziland were sanctioned in 2009-10 under ITEC.
2009	health care and higher studies have also expanded. India has emerged as the prime destination for advance medical During 2007-08, the bilateral trade amounted to US$ 47.52 million compared to US$ 61.57 million in the 64 Africa (South of Sahara) Dr. Beatrice Wabudeya, Minister in-charge of Presidency, Mr. Freddie Ruhindi, Deputy Attorney General/Minister of State for Justice and
2009	the provisional figures of the Directorate General of Commercial Intelligence and Statistics for the financial year 2009-10, exports from India to Uganda are projected at US$ 217.90 million (growth of 41.75%) and imports from Uganda to India at US$ 19.14 million (growth of 26.56%). A two member delegation from ASSOCHAM visited Uganda from 23 August, 2009 for one week at the invitation from the Ministry of
2009	senior officers and media. A business delegation separately accompanied the Vice President’s delegation. During the visit Vice President announced a new line of credit of US$ 75 million for developmental projects in Zambia and a grant of US$ 5 million for projects in health, education and social sectors. A Loan Agreement between EXIM Bank of India and the Zambian Ministry of Finance and National Planning was signed to extend to Zambia a US$ 50 million line of credit for the Itezhi Tezhi hydropower project in which TATA and ZESCO are joint venture partners. Zambia India-Zambia relations are marked by friendship,
2009	Planning Strategy”. Exim Bank of India has been providing credit lines to PTA bank which have been successfully used in COMESA countries. A total of US$ 60 million has so far been provided by the Exim Bank of India. Barefoot College, Rajasthan. Cultural Cooperation Agreement was signed. Republic of Congo A consignment of medicines worth Rs. 9.4 million was donated by India to the Republic of Congo. Ghana Dr. Shashi Tharoor, Minister of State for External Affairs made a brief halt at Accra on 19 September, 2009 when he called on President Mr. John Evans Atta Mills. India-COMESA trade has increased from 5.31 billion in 2007 to 8.9 billion in 2008, an increase of 68%. During the Conclave on India-Africa Project Partnership, COMESA Business Council (CBC) signed an MoU with Confederation of Indian Industry
2009	with Acting Foreign Minister Mr. William V. S. Bull. Protocol on Foreign Office Consultations was signed. India offered to Liberia assistance in the form of US$ 2 million grant to meet immediate requirements in health & education sectors; 25 India-made buses; one IT Centre of Excellence; two Learning Stations under the Hole-in-the-Wall Computer
2009	Consultations was signed. Cape Verde promised to support India’s candidature for non-Permanent seat on the UN Security Council for the years 2011-2012. India offered a US$ 5 million Line of Credit for setting up a Technological Park besides Rs. 10 million grant for meeting requirements in the education sector. One IT Centre of Excellence is also proposed to be set up in Cape Verde. Mali India
2009	political, economic, scientific, technical and cultural cooperation, Protocol on Foreign Office Consultations and MoUs with the EXIM Bank for operationalising Lines of Credit for [i] US$ 36 million electricity inter-connection project between Mali and Cote d’Ivoire and [ii] US$ 15 million in the field of agriculture were signed. Democratic Republic of Congo Niger Mr. Alexis Thambwe Mwamba, Minister of Foreign Affairs visited India from 27-30 October, 2009. Official talks were held with External Affairs Minister Shri S. M. Krishna at which time US$ 263 million worth Lines of Credit for projects in power, railway sectors were announced. India offered to set up one IT Centre of Excellence and three working
2009	official talks with 68 Africa (South of Sahara) Dr. Shashi Tharoor, Minister of State for External Affairs in New Delhi on 1 December. India announced US$ 1 million grant for setting up a Technology Incubation-cum-Production Centre for development of Small and Medium Enterprises (SME) sector and another grant of Rs. 10 million for meeting immediate requirements in education and health sectors. India also agreed to favourably consider a Line of Credit of US$ 5 million for priority projects in the fields of agriculture, capacity building and infrastructure. Joint Statement issued mentioned Government of Sao Tome and Principe’s support for India
2009	of Indo – Croatian Joint Committee on Trade and Economic Cooperation was held in Zagreb from 5-6 March, 2009. The bilateral trade in 2008 was US$ 147 million, a growth of 27% over 2007. India’s export was US$ 137 million. Czech Republic Shri S. M. Krishna, External Affairs Minister, visited Prague from 28-30 June, 2009, to attend India-EU Ministerial troika. During the visit EAM had
2009	Defence College (NDC) 19-member delegation visited Copenhagen from 10-16 May, 2009 as part of their study tour. Bilateral commodity trade between India and Denmark was US$ 1,249.7 million in 2008. Trade in Services trade between the two countries was at US$ 1,454.1 million in 2008. Shri Dinesh Rai, Secretary, Minsitry of Micro, Medium and Small Enterprises (MSME) visited Czech Republic from 11-13 January, 2010 Secretary, MSME was accompanied
2009	to Estonia under the Indian Technical and Economic Cooperation programme of and these were fully utilised. Bilateral trade between Estonia and India reached Euro 49 million in 2008. Denmark India and Denmark remained engaged in furthering their bilateral relation this year. Danish Prime Minister Mr. Lars Lokke Rasmussen paid a one
2009	been significant increase in bilateral commercial and economic activities and tourist outflow from Finland to India. Bilateral trade between Finland and India reached Euro 739 million in 2008. in-Chief Western Fleet, also visited Greece and held useful discussions with Greek Defence officials. Passex with Hellenic Navy was held on 21 July,
2009	Maharashtra. The current year witnessed enhanced cooperation between the two countries in various fields, including Science and Technology. The India-Hungary S&T Fund for Euro 2 million to promote joint research projects has been operationalised and bilateral S&T projects will be selected for funding soon. Two joint workshops on Science and Technology
2009	Usackas, along with a business delegation, participated in the Lithuania-India Business Forum in Mumbai. Bilateral trade between India and Lithuania has increased form Euro 32.23 million to Euro 292.69 million in 2008 as a result of export of a major consignment of fertilizers to India. Iceland India’s relations with Iceland continue to be close and
2009	discussions on bilateral and regional issues with Latvia Bilateral relations between India and Latvia are cordial and growing. India-Latvia bilateral trade in 2008-2009 stood at US$ 100.63 million against US$ 71.05 million in 75 Annual Report 2009 - 2010 Development and Transfer” in New Delhi from 22-23 October, 2009. During the said visit, the two sides signed
2009	bilateral trade between India and Malta has shown downward trend during 2007-2008, our exports again saw upward trend during 2008-2009 December-April Quarter and were 60.22 million. The Fifth Round of the India-Norway Foreign Office Consultations was held in Delhi on 16 June, 2009. During the Second meeting of the Joint Working
2009	Minister of Economy Mr. Lubomir Jahnatek to discuss ways of increasing economic cooperation between India and Slovakia. Trade between India and Slovakia in 2008 was US$ 244 million, an increase from US$ 228.5 million in 2007. Bilateral Trade has been growing at a healthy rate and was US$ 1,275 million in 2008. Poland was able to buck the recessionary trends in the EU and its economy is expected to grow at 1.4% in 2009. Romania
2009	visited Basel from 26-27 June, 2009 to attend the Plenary Meeting of the Financial Stability Board. Indo-Swedish bilateral trade continued to grow and stood at US$ 2.6 billion in 2008-2009 against US$ 2.3 billion in 2007-2008, registering an increase of 15.40%. The India-Sweden Health Week was held in New Delhi from 31 January-5 February 2010. In this connection, the
2009	led by Director, International Economic Relations in the Ministry of In the calendar year 2008, the volume of bilateral trade reached a figure of over US$ 3 billion with US$ 2.45 billion as India’s exports to Turkey. Both sides envisage raising this figure to US$ 5 billion by year 2011. On 23 September, 2009 PSLV C14 rocket of the Indian Space Research Organisation carried Turkey’s first nano-satellite ITUpSAT1, designed and manufactured by
2009	and pharmaceuticals, ICT, aeronautics, investment and market access, financial sectors, science and technology etc. India and Belgium set annual bilateral trade target of Euro 12 billion to be achieved by 2012 from the level of Euro 8.8 billion in 2008. first time ever that Indian troops took part in another country’s national day parade. President Sarkozy hosted a lunch in honour of Prime
2009	and Bengaluru. The visit in March 2010 is meant to consolidate bilateral economic relations between India and Belgium. Indo-French bilateral trade decreased to Euro 5.69 billion (US$ 8.08 billion) in the last 12 months (September 2009October 2008), reflecting the difficulties caused by the global economic crisis, as compared to Euro 6.96 billion (US$ 10.39 billion) during the corresponding 12-month period a year earlier (September 2008-October 2007), a decrease of 18.24%. The trade balance was in favour of India at Euro 409.6 million. The newly formed Indo-French CEO’s Forum held a preliminary meeting in Paris on 26 June, 2009 and the first meeting of the Forum was held
2009	component of the India-Netherlands relationship and showed satisfactory growth despite the global economic downturn. Two-way trade has been growing steadily, and stood at Euro 3.86 billion in 2008. The Netherlands remained among the top ten partners of India both in terms of the volume of bilateral trade with a significant positive
2009	2009 to participate in a road show. Two-way bilateral trade has shown an impressive growth. Total trade (in goods and services) is around £ 12 billion. The UK’s exports to India were up almost 30% in 2008 to £ 5.9 billion while imports were up 17% in 2008 to £ 6.2 billion (UK figures). The UK is the most preferred nation for investments by India Inc. so far, accounting deals worth US$ 6 billion (till August 2008). UK is the third largest investor in India. Top sectors attracting FDI inflows from UK are power, oil & gas, telecom and
2009	Cut-off Treaty at the Conference on Disarmament. In the field of education, both Governments launched a 21st Century Knowledge Initiative with a total funding of US$ 10 million that will be allocated to increasing university linkages and junior faculty development exchanges between US and Indian universities, including greater emphasis on community colleges. They
2009	Agreement were held in Vienna from 21-22 July, 2009, Trade and Economic Collaboration India-US bilateral trade in goods in the period January-October 2009 stood at US$ 31.5 billion. India exported goods worth US$ 17.6 billion to the US in this 96 The Americas from 24-26 October, 2009 for the India-US Trade Policy Forum meeting. period and imported goods worth US$ 13.9 billion from USA in the same period. India exported IT and IT enabled services worth US$ 28.3 billion in 2009 to the USA. A Trade Mission from the State of Washington led by Mr. Sam Sumner Reed, Secretary of State of Washington visited
2009	of one of the leading foreign investors in India. Total FDI equity inflow to India from the US during the period April 2000-August 2009 was US$ 7.44 billion accounting for 8% of total inflows into India during this period. US-bound investment from India increased about 48% on an average per year over 2004-08. In 2008, Indian companies invested around US$ 8.5 billion in the US market through M&Q, equity participation and other routes. The second India-US Aviation Partnership Summit was held in Washington D.C. from 7-9 December,
2009	situation. High Technology Cooperation High Technology Cooperation remained a top priority area of focus in India-US co-operation. Bilateral trade in high technology products stood at US$ 5.56 billion in 2008. India imported high technology products worth US$ 4.5 billion from the US and exported products worth US$ 1.06 billion to the US in 2008. Aerospace (US$ 2.6 billion - 60%) and IT and Communication products (US$ 1.03 billion - 22%) constituted the bulk of High Technology Products imported from the US. India-USA Joint Technical Group held its 12th meeting in Delhi from 28-29
2009	the cities. During the visit of Prime Minister to Washington, both Governments launched the “Obama-Singh 21st Century Knowledge Initiative” with funding from both sides – US$ 5 million each - to increase university linkages and junior faculty development exchanges between US and Indian universities. They also agreed to substantially expand the Fulbright – Nehru Programme with additional funding of US$ 1 million by each Government - to provide more student and scholar exchange grants in jointly identified priority fields that complement the areas of bilateral cooperation under
2009	discussions focused on strengthening bilateral education cooperation and implementation of the Singh-Obama Knowledge Initiative which was launched in November 2009 with a financial commitment of US$ 5 million each from India and USA. The India Canada agenda was steadily expanded during the year - pursuant to the Foreign Office Consultations held in Ottawa
